"lon","lat","PrimLand","pasture","cropland","urban","Hmpop","Dep"
5.5,45.5,0,0.11,0.27,0.04,164.28,0
6.5,45.5,0,0.15,0.07,0.01,56.34,0
7.5,45.5,0,0.24,0.19,0.05,228.45,0
8.5,45.5,0,0.12,0.43,0.04,285.52,1
9.5,45.5,0,0.14,0.44,0.15,699.33,0
10.5,45.5,0,0.16,0.39,0.04,230.53,1
11.5,45.5,0,0.16,0.48,0.05,280.62,1
12.5,45.5,0,0.09,0.33,0.04,310.21,1
13.5,45.5,0,0.14,0.2,0.02,217.23,0
14.5,45.5,0,0.12,0.1,0.01,49.42,0
15.5,45.5,0,0.13,0.14,0.02,55.9,0
16.5,45.5,0,0.2,0.2,0.01,62.86,0
17.5,45.5,0,0.23,0.2,0.01,39.95,0
18.5,45.5,0.12,0.29,0.31,0.01,61.51,1
19.5,45.5,0.03,0.16,0.54,0.02,86.72,0
20.5,45.5,0.03,0.15,0.6,0.01,84.19,1
21.5,45.5,0.24,0.18,0.51,0.01,91.65,0
22.5,45.5,0,0.12,0.22,0,48.12,0
23.5,45.5,0,0.17,0.24,0.01,65.01,0
24.5,45.5,0,0.15,0.28,0.01,79.57,0
25.5,45.5,0,0.12,0.25,0.01,127.8,0
26.5,45.5,0.56,0.16,0.25,0,73.84,0
27.5,45.5,0.04,0.35,0.53,0.01,107.95,0
28.5,45.5,0.11,0.19,0.54,0.01,109.78,1
29.5,45.5,0.16,0.1,0.4,0,29.43,1
30.5,45.5,0,0,0.03,0,36.25,1
32.5,45.5,0,0.03,0.04,0,24.27,1
33.5,45.5,0.03,0.19,0.4,0,88.3,1
34.5,45.5,0.06,0.18,0.57,0,55.39,1
35.5,45.5,0.03,0.07,0.19,0,72.44,1
36.5,45.5,0.01,0.04,0.15,0.01,119.2,1
37.5,45.5,0.05,0.09,0.21,0,49.96,1
38.5,45.5,0.03,0.19,0.54,0.01,74.71,1
39.5,45.5,0.01,0.17,0.63,0.01,105.77,1
40.5,45.5,0.02,0.2,0.6,0.01,57.03,1
41.5,45.5,0.02,0.17,0.62,0.01,71.69,0
42.5,45.5,0.01,0.27,0.6,0,28.96,0
43.5,45.5,0.04,0.41,0.45,0,17.08,0
44.5,45.5,0.21,0.55,0.2,0,6.59,0
45.5,45.5,0.39,0.49,0.11,0,2.53,0
46.5,45.5,0.45,0.44,0.1,0,1.63,0
47.5,45.5,0.15,0.26,0.15,0,11.17,0
48.5,45.5,0.07,0.03,0.03,0,14.39,1
51.5,45.5,0.27,0.02,0,0,1.33,0
52.5,45.5,0.36,0.14,0,0,0.86,0
53.5,45.5,0.76,0.24,0,0,1.11,0
54.5,45.5,0.71,0.29,0,0,0.75,0
55.5,45.5,0.48,0.52,0,0,0.75,0
56.5,45.5,0.4,0.59,0,0,0.66,0
57.5,45.5,0.37,0.62,0,0,0.58,0
58.5,45.5,0.2,0.35,0,0,0.84,0
59.5,45.5,0.16,0.01,0,0,2.52,0
60.5,45.5,0.03,0,0,0,2.55,0
61.5,45.5,0.35,0.37,0.06,0,2.1,0
62.5,45.5,0.24,0.73,0.02,0,1.85,0
63.5,45.5,0.47,0.52,0.01,0,1.42,0
64.5,45.5,0.41,0.53,0.05,0,1.56,0
65.5,45.5,0.48,0.5,0.01,0,1.82,0
66.5,45.5,0.46,0.53,0,0,1.8,0
67.5,45.5,0.26,0.73,0,0,1.48,0
68.5,45.5,0.21,0.78,0,0,1.08,0
69.5,45.5,0.22,0.77,0,0,0.94,0
70.5,45.5,0.23,0.76,0,0,0.85,0
71.5,45.5,0.23,0.76,0,0,0.91,0
72.5,45.5,0.23,0.76,0,0,0.98,0
73.5,45.5,0.21,0.48,0,0,1.03,0
74.5,45.5,0.29,0.46,0.05,0,1.45,0
75.5,45.5,0.71,0.26,0.03,0,1.26,0
76.5,45.5,0.47,0.52,0,0,2.13,0
77.5,45.5,0.29,0.67,0.02,0,2.85,0
78.5,45.5,0.18,0.69,0.11,0,16.61,0
79.5,45.5,0.17,0.58,0.23,0,7.09,0
80.5,45.5,0.2,0.59,0.19,0,8.01,0
81.5,45.5,0.18,0.57,0.18,0,8.59,0
82.5,45.5,0.31,0.51,0.16,0,10.51,0
83.5,45.5,0.2,0.53,0.27,0,5.32,0
84.5,45.5,0.5,0.41,0.07,0,13.09,0
85.5,45.5,0.86,0.1,0.03,0,19.41,0
86.5,45.5,0.9,0.08,0.01,0,9.26,0
87.5,45.5,0.37,0.61,0,0,10.17,0
88.5,45.5,0.41,0.58,0,0,3.64,0
89.5,45.5,0.51,0.48,0,0,3.59,0
90.5,45.5,0.51,0.47,0,0,5.9,0
91.5,45.5,0.52,0.36,0.01,0,2.07,0
92.5,45.5,0.56,0.29,0.01,0,1.31,0
93.5,45.5,0.49,0.4,0,0,0.65,0
94.5,45.5,0.32,0.54,0,0,0.47,0
95.5,45.5,0.26,0.61,0,0,0.47,0
96.5,45.5,0.03,0.89,0,0,0.47,0
97.5,45.5,0.05,0.85,0,0,0.47,0
98.5,45.5,0.19,0.66,0,0,0.67,0
99.5,45.5,0.1,0.71,0,0,0.81,0
100.5,45.5,0.17,0.68,0,0,0.81,0
101.5,45.5,0.06,0.88,0,0,1.69,0
102.5,45.5,0,0.95,0,0,1.9,0
103.5,45.5,0.01,0.91,0,0,1.61,0
104.5,45.5,0.06,0.85,0,0,0.77,0
105.5,45.5,0.02,0.9,0,0,0.73,0
106.5,45.5,0,0.92,0,0,0.73,0
107.5,45.5,0.02,0.89,0,0,0.73,0
108.5,45.5,0.03,0.86,0,0,0.67,0
109.5,45.5,0,0.95,0,0,0.5,0
110.5,45.5,0,0.96,0,0,0.5,0
111.5,45.5,0,0.98,0,0,0.54,0
112.5,45.5,0,1,0,0,0.75,0
113.5,45.5,0,0.99,0,0,0.73,0
114.5,45.5,0,0.91,0.08,0,1.02,0
115.5,45.5,0.01,0.9,0.08,0,1.31,0
116.5,45.5,0.01,0.87,0.12,0,2.23,0
117.5,45.5,0.02,0.85,0.12,0,2.47,0
118.5,45.5,0,0.78,0.21,0,2.56,0
119.5,45.5,0.01,0.61,0.38,0,16.23,0
120.5,45.5,0.08,0.45,0.47,0,21.7,0
121.5,45.5,0.01,0.37,0.62,0,44.61,0
122.5,45.5,0.07,0.47,0.46,0,105.76,0
123.5,45.5,0.08,0.54,0.36,0,83.14,0
124.5,45.5,0.17,0.42,0.37,0,149.91,0
125.5,45.5,0.23,0.31,0.46,0,167.71,0
126.5,45.5,0.29,0.2,0.48,0.04,585.15,0
127.5,45.5,0.49,0.12,0.25,0,137.75,0
128.5,45.5,0.5,0.14,0.21,0,78.45,0
129.5,45.5,0.55,0.13,0.08,0,58.53,0
130.5,45.5,0.49,0.2,0.2,0.01,156.5,0
131.5,45.5,0.48,0.17,0.19,0,106.88,0
132.5,45.5,0.32,0.15,0.21,0,45.96,0
133.5,45.5,0.35,0.15,0.17,0,19.98,0
134.5,45.5,0.5,0.03,0.02,0,1.7,0
135.5,45.5,0.54,0,0,0,1.06,0
136.5,45.5,0.45,0.01,0.01,0,0.72,0
137.5,45.5,0.15,0,0,0,0.48,0
-124.5,44.5,0,0,0,0,46.92,0
-123.5,44.5,0,0.08,0.19,0.04,60.72,0
-122.5,44.5,0,0.06,0.11,0.01,23.73,0
-121.5,44.5,0,0.19,0.1,0.01,13.48,0
-120.5,44.5,0.61,0.3,0.04,0,1.91,0
-119.5,44.5,0.57,0.34,0.04,0,0.71,0
-118.5,44.5,0.78,0.16,0.02,0,0.67,0
-117.5,44.5,0.44,0.39,0.08,0,3.09,0
-116.5,44.5,0.55,0.25,0.13,0,3.63,0
-115.5,44.5,0.94,0.03,0.03,0,0.66,0
-114.5,44.5,0.94,0.02,0.03,0,0.31,0
-113.5,44.5,0.8,0.07,0.1,0,0.45,0
-112.5,44.5,0.47,0.2,0.17,0,0.28,0
-111.5,44.5,0,0.09,0.1,0,0.68,0
-110.5,44.5,0,0.04,0.02,0,0.43,0
-109.5,44.5,0.65,0.26,0.06,0,1.44,0
-108.5,44.5,0.06,0.75,0.07,0,2.17,0
-107.5,44.5,0.48,0.4,0.06,0,1.93,0
-106.5,44.5,0.08,0.79,0.06,0,2.82,0
-105.5,44.5,0,0.91,0.07,0,3.65,0
-104.5,44.5,0.11,0.76,0.08,0,1.19,0
-103.5,44.5,0.15,0.69,0.15,0.01,14.01,0
-102.5,44.5,0,0.85,0.15,0,0.54,0
-101.5,44.5,0,0.86,0.14,0,0.53,0
-100.5,44.5,0,0.77,0.17,0,2.55,0
-99.5,44.5,0,0.58,0.4,0,0.95,0
-98.5,44.5,0,0.31,0.68,0,3.23,1
-97.5,44.5,0,0.26,0.7,0,5.26,0
-96.5,44.5,0.07,0.19,0.73,0,6.5,0
-95.5,44.5,0.14,0.07,0.75,0,8.73,0
-94.5,44.5,0,0.07,0.69,0.01,15.36,1
-93.5,44.5,0,0.05,0.57,0.13,193.91,1
-92.5,44.5,0,0.07,0.52,0.03,45.62,1
-91.5,44.5,0,0.09,0.33,0.02,27.88,0
-90.5,44.5,0,0.09,0.28,0.01,12.11,0
-89.5,44.5,0,0.08,0.27,0.02,29.99,0
-88.5,44.5,0,0.08,0.37,0.05,72.63,0
-87.5,44.5,0,0.04,0.14,0.01,41.37,0
-86.5,44.5,0,0,0.03,0,20.73,1
-85.5,44.5,0,0.02,0.13,0.01,24.18,0
-84.5,44.5,0,0.01,0.09,0,12.78,0
-83.5,44.5,0,0.01,0.06,0,13.41,0
-82.5,44.5,0,0,0,0,23.95,1
-81.5,44.5,0.04,0.04,0.16,0,18.73,1
-80.5,44.5,0.06,0.05,0.21,0,27.3,0
-79.5,44.5,0.13,0.06,0.23,0.01,73.73,0
-78.5,44.5,0.29,0.05,0.21,0,34.06,0
-77.5,44.5,0.31,0.04,0.14,0,20.93,0
-76.5,44.5,0.3,0.02,0.11,0,31.76,0
-75.5,44.5,0.03,0.04,0.13,0.01,23.37,0
-74.5,44.5,0,0.04,0.08,0.01,11.34,0
-73.5,44.5,0,0.04,0.11,0.03,42.18,0
-72.5,44.5,0,0.04,0.08,0.01,20.39,0
-71.5,44.5,0,0.01,0.02,0,8.78,0
-70.5,44.5,0,0,0,0.01,21.93,0
-69.5,44.5,0,0,0.01,0.02,30.83,0
-68.5,44.5,0,0,0.01,0.01,25.75,0
-67.5,44.5,0,0,0,0,7.11,0
-66.5,44.5,0.05,0,0,0,12.79,0
-65.5,44.5,0.54,0,0,0,6.95,0
-64.5,44.5,0.5,0,0,0,14.24,0
-63.5,44.5,0.21,0,0,0.01,97.97,0
-62.5,44.5,0.09,0,0,0,3.78,0
-1.5,44.5,0.18,0.01,0.02,0,59.23,1
-0.5,44.5,0,0.06,0.2,0.03,121.75,1
0.5,44.5,0.24,0.15,0.48,0.01,52.63,1
1.5,44.5,0.34,0.18,0.38,0.01,37.03,1
2.5,44.5,0,0.3,0.33,0.01,37.16,1
3.5,44.5,0,0.1,0.2,0,17.68,1
4.5,44.5,0,0.11,0.33,0.02,89.91,1
5.5,44.5,0,0.11,0.3,0,25.97,0
6.5,44.5,0,0.21,0.13,0,17.55,0
7.5,44.5,0,0.17,0.33,0.02,98.8,0
8.5,44.5,0,0.09,0.26,0.03,246.96,0
9.5,44.5,0,0.08,0.21,0.01,136.94,1
10.5,44.5,0,0.15,0.37,0.04,190.59,0
11.5,44.5,0.17,0.18,0.49,0.03,186.25,0
12.5,44.5,0.01,0.07,0.18,0.02,239.51,0
13.5,44.5,0,0.01,0.01,0,74.32,1
14.5,44.5,0,0.05,0.03,0,30.73,0
15.5,44.5,0,0.18,0.19,0,49.13,0
16.5,44.5,0,0.18,0.2,0,72.56,0
17.5,44.5,0,0.16,0.19,0.01,72.17,0
18.5,44.5,0,0.18,0.17,0.01,82.83,0
19.5,44.5,0.3,0.22,0.36,0.01,89.26,0
20.5,44.5,0.07,0.25,0.44,0.05,100.59,0
21.5,44.5,0.35,0.23,0.28,0,88.85,0
22.5,44.5,0.37,0.19,0.34,0,77.15,0
23.5,44.5,0.18,0.25,0.52,0.01,95.88,0
24.5,44.5,0.1,0.24,0.57,0.01,96.1,0
25.5,44.5,0.06,0.23,0.56,0.01,129.37,0
26.5,44.5,0.04,0.26,0.54,0.02,327.36,0
27.5,44.5,0.09,0.23,0.56,0,59.84,0
28.5,44.5,0.09,0.2,0.41,0,108.56,1
29.5,44.5,0.06,0.01,0.02,0,6.09,1
33.5,44.5,0.08,0.04,0.12,0.01,248.08,1
34.5,44.5,0.19,0.03,0.09,0.01,227.95,1
35.5,44.5,0.02,0.01,0.01,0,94.7,1
37.5,44.5,0.09,0.03,0.06,0.01,219.31,0
38.5,44.5,0.26,0.04,0.08,0.01,53.16,0
39.5,44.5,0.34,0.07,0.12,0.01,54.57,0
40.5,44.5,0.28,0.06,0.23,0,58.35,0
41.5,44.5,0.11,0.23,0.54,0.01,64.66,0
42.5,44.5,0.04,0.23,0.58,0.01,57.82,0
43.5,44.5,0.02,0.29,0.53,0.01,80.05,0
44.5,44.5,0.03,0.42,0.43,0,25.53,0
45.5,44.5,0.21,0.54,0.24,0,10.21,0
46.5,44.5,0.32,0.33,0.24,0,7.32,0
47.5,44.5,0.03,0.03,0.03,0,31.48,0
50.5,44.5,0.12,0.2,0,0,1.66,0
51.5,44.5,0.32,0.59,0,0,1.09,0
52.5,44.5,0.43,0.57,0,0,0.66,0
53.5,44.5,0.41,0.58,0,0,0.66,0
54.5,44.5,0.36,0.63,0,0,0.62,0
55.5,44.5,0.55,0.45,0,0,0.7,0
56.5,44.5,0.65,0.35,0,0,0.68,0
57.5,44.5,0.79,0.21,0,0,0.68,0
58.5,44.5,0.23,0.07,0,0,0.86,0
59.5,44.5,0.01,0,0,0,NA,1
60.5,44.5,0.13,0,0,0,1.59,0
61.5,44.5,0.4,0.47,0,0,1.87,0
62.5,44.5,0.33,0.66,0,0,1.73,0
63.5,44.5,0.61,0.38,0,0,1.48,0
64.5,44.5,0.35,0.6,0.04,0,1.65,0
65.5,44.5,0.27,0.66,0.06,0,18.97,0
66.5,44.5,0.34,0.58,0.07,0,2.8,0
67.5,44.5,0.22,0.76,0.01,0,2.57,0
68.5,44.5,0.17,0.8,0.01,0,1.09,0
69.5,44.5,0.25,0.74,0,0,1.01,0
70.5,44.5,0.22,0.76,0.01,0,1.34,0
71.5,44.5,0.2,0.77,0.01,0,1.27,0
72.5,44.5,0.23,0.73,0.04,0,1,0
73.5,44.5,0.19,0.79,0.01,0,1.13,0
74.5,44.5,0.25,0.73,0,0,3.32,0
75.5,44.5,0.21,0.77,0.01,0,4.57,0
76.5,44.5,0.19,0.77,0.03,0,8.35,0
77.5,44.5,0.17,0.74,0.07,0,7.66,0
78.5,44.5,0.15,0.7,0.13,0.01,13.34,0
79.5,44.5,0.24,0.67,0.07,0,10.42,0
80.5,44.5,0.17,0.64,0.18,0,37.29,0
81.5,44.5,0.12,0.67,0.17,0,85.72,0
82.5,44.5,0.3,0.53,0.13,0,18.79,0
83.5,44.5,0.49,0.41,0.07,0,13.41,0
84.5,44.5,0.26,0.54,0.19,0,29.44,0
85.5,44.5,0.19,0.56,0.22,0,50.55,0
86.5,44.5,0.21,0.54,0.23,0.01,71.31,0
87.5,44.5,0.31,0.58,0.1,0,45.28,0
88.5,44.5,0.38,0.57,0.03,0,18.32,0
89.5,44.5,0.61,0.36,0.02,0,13.55,0
90.5,44.5,0.84,0.16,0,0,9.13,0
91.5,44.5,0.84,0.15,0,0,4.22,0
92.5,44.5,0.74,0.25,0,0,2.55,0
93.5,44.5,0.66,0.33,0,0,2.4,0
94.5,44.5,0.4,0.53,0,0,1.22,0
95.5,44.5,0.39,0.48,0,0,0.54,0
96.5,44.5,0.48,0.4,0,0,0.47,0
97.5,44.5,0.5,0.38,0,0,0.47,0
98.5,44.5,0.37,0.52,0,0,0.75,0
99.5,44.5,0.3,0.54,0,0,0.77,0
100.5,44.5,0.5,0.4,0,0,0.8,0
101.5,44.5,0.34,0.53,0,0,1.21,0
102.5,44.5,0.07,0.81,0,0,1.6,0
103.5,44.5,0.25,0.56,0,0,0.49,0
104.5,44.5,0.16,0.66,0,0,0.4,0
105.5,44.5,0.1,0.76,0,0,0.51,0
106.5,44.5,0.09,0.78,0,0,0.6,0
107.5,44.5,0.04,0.84,0,0,0.54,0
108.5,44.5,0.02,0.85,0,0,0.52,0
109.5,44.5,0,0.91,0,0,0.5,0
110.5,44.5,0,0.93,0,0,0.5,0
111.5,44.5,0.02,0.95,0,0,0.78,0
112.5,44.5,0.01,0.97,0,0,1.11,0
113.5,44.5,0.01,0.98,0,0,1.13,0
114.5,44.5,0,0.93,0.05,0,1.8,0
115.5,44.5,0,0.94,0.04,0,7.08,0
116.5,44.5,0,0.92,0.06,0,7.86,0
117.5,44.5,0,0.82,0.17,0,8.31,0
118.5,44.5,0.05,0.67,0.28,0,19.34,0
119.5,44.5,0.09,0.52,0.39,0,36.35,0
120.5,44.5,0.02,0.52,0.45,0,20.31,0
121.5,44.5,0,0.41,0.59,0,36.52,0
122.5,44.5,0.03,0.4,0.56,0,47.37,0
123.5,44.5,0.06,0.4,0.53,0,89.22,0
124.5,44.5,0.1,0.42,0.48,0,147.98,0
125.5,44.5,0.11,0.34,0.54,0,286.43,0
126.5,44.5,0.21,0.32,0.46,0.01,277.99,0
127.5,44.5,0.51,0.14,0.17,0,117.7,0
128.5,44.5,0.54,0.2,0.09,0,56.11,0
129.5,44.5,0.46,0.19,0.23,0.01,138.32,0
130.5,44.5,0.53,0.15,0.13,0,39.56,0
131.5,44.5,0.45,0.06,0.09,0,19.27,0
132.5,44.5,0.24,0.09,0.12,0,18.34,0
133.5,44.5,0.49,0.04,0.04,0,11,0
134.5,44.5,0.52,0,0,0,2.66,0
135.5,44.5,0.44,0,0,0,8.52,0
136.5,44.5,0.09,0,0,0,0.82,0
70.5,43.5,0.15,0.7,0.13,0,8.31,0
71.5,43.5,0.13,0.74,0.11,0,10.52,0
72.5,43.5,0.13,0.83,0.03,0,7.99,0
73.5,43.5,0.13,0.76,0.09,0,12.34,0
74.5,43.5,0.14,0.69,0.14,0,16.37,0
75.5,43.5,0.11,0.82,0.05,0,8.84,0
76.5,43.5,0.11,0.74,0.11,0.02,131.93,0
77.5,43.5,0.16,0.62,0.09,0,54.89,0
78.5,43.5,0.25,0.61,0.12,0,10.86,0
79.5,43.5,0.26,0.65,0.08,0,7.22,0
80.5,43.5,0.15,0.66,0.18,0,15.27,0
81.5,43.5,0.05,0.56,0.38,0.01,40.05,0
82.5,43.5,0.07,0.64,0.29,0,29.38,0
83.5,43.5,0.23,0.66,0.11,0,26.84,0
84.5,43.5,0.26,0.59,0.1,0,14.45,0
85.5,43.5,0.3,0.6,0.11,0,10.63,0
86.5,43.5,0.17,0.66,0.17,0,25.67,0
87.5,43.5,0.22,0.62,0.13,0.02,226.27,0
88.5,43.5,0.48,0.46,0.06,0,23.36,0
89.5,43.5,0.34,0.57,0.09,0,14.33,0
90.5,43.5,0.5,0.46,0.04,0,5.62,0
91.5,43.5,0.73,0.27,0,0,4.78,0
92.5,43.5,0.46,0.51,0.01,0,3.89,0
93.5,43.5,0.3,0.68,0.02,0,3.53,0
94.5,43.5,0.54,0.44,0.01,0,1.85,0
95.5,43.5,0.85,0.13,0.01,0,1.91,0
96.5,43.5,0.83,0.1,0,0,0.55,0
97.5,43.5,0.7,0.2,0,0,0.48,0
98.5,43.5,0.66,0.24,0,0,0.79,0
99.5,43.5,0.74,0.2,0,0,0.55,0
100.5,43.5,0.39,0.5,0,0,0.37,0
101.5,43.5,0.08,0.77,0,0,0.34,0
102.5,43.5,0.01,0.87,0,0,0.3,0
103.5,43.5,0.02,0.83,0,0,0.3,0
104.5,43.5,0.06,0.84,0,0,0.3,0
105.5,43.5,0.01,0.88,0,0,0.3,0
106.5,43.5,0.04,0.85,0,0,0.3,0
107.5,43.5,0.13,0.64,0,0,0.31,0
108.5,43.5,0.03,0.84,0,0,0.49,0
109.5,43.5,0.01,0.9,0,0,0.5,0
110.5,43.5,0.01,0.94,0,0,0.87,0
111.5,43.5,0.03,0.94,0,0,3.46,0
112.5,43.5,0.03,0.94,0,0,7.42,0
113.5,43.5,0.02,0.96,0,0,2.08,0
114.5,43.5,0.01,0.94,0.02,0,1.45,0
115.5,43.5,0,0.91,0.08,0,3.84,0
116.5,43.5,0,0.87,0.09,0,11.43,0
117.5,43.5,0.05,0.65,0.3,0,16.7,0
118.5,43.5,0.01,0.67,0.32,0,29.97,0
119.5,43.5,0.01,0.8,0.19,0,30.79,0
120.5,43.5,0,0.76,0.23,0,40.22,0
121.5,43.5,0,0.5,0.5,0,73.92,0
122.5,43.5,0,0.42,0.57,0,87.12,0
123.5,43.5,0.06,0.24,0.69,0,113.51,0
124.5,43.5,0.14,0.34,0.51,0.01,255.33,0
125.5,43.5,0.19,0.33,0.42,0.03,440.29,0
126.5,43.5,0.41,0.29,0.21,0.02,198.59,0
127.5,43.5,0.51,0.21,0.12,0,61.96,0
128.5,43.5,0.47,0.27,0.15,0,39.47,0
129.5,43.5,0.54,0.17,0.05,0,85.44,0
130.5,43.5,0.55,0.19,0.04,0,29.48,0
131.5,43.5,0.43,0.04,0.04,0.01,82.2,0
132.5,43.5,0.45,0.02,0.02,0,70.27,0
133.5,43.5,0.51,0,0.01,0,7.71,0
134.5,43.5,0.43,0,0,0,2.39,0
135.5,43.5,0.17,0,0,0,2.13,0
-125.5,48.5,0.02,0,0,0,8.72,1
-124.5,48.5,0.32,0,0.01,0,2.7,0
-123.5,48.5,0.14,0.01,0.03,0.02,130.94,0
-122.5,48.5,0,0.03,0.12,0.03,95.37,0
-121.5,48.5,0,0.02,0.03,0,3.42,0
-120.5,48.5,0,0.06,0.04,0,1.08,0
-119.5,48.5,0.45,0.35,0.14,0,4.08,0
-118.5,48.5,0.71,0.18,0.05,0,1.89,0
-117.5,48.5,0,0.09,0.03,0,5.37,0
-116.5,48.5,0,0.02,0.02,0,6.13,0
-115.5,48.5,0,0.08,0.02,0,2.08,0
-114.5,48.5,0,0.09,0.03,0.01,9.1,0
-113.5,48.5,0,0.11,0.05,0,1.23,0
-112.5,48.5,0.03,0.41,0.41,0,1.41,0
-111.5,48.5,0,0.64,0.31,0,1.14,0
-110.5,48.5,0,0.82,0.17,0,0.51,0
-109.5,48.5,0,0.57,0.36,0,2.13,0
-108.5,48.5,0,0.46,0.49,0,0.72,0
-107.5,48.5,0,0.56,0.4,0,0.35,0
-106.5,48.5,0,0.57,0.37,0,0.83,0
-105.5,48.5,0,0.47,0.48,0,1.26,1
-104.5,48.5,0,0.54,0.42,0,0.95,1
-103.5,48.5,0,0.3,0.63,0,2.69,1
-102.5,48.5,0,0.34,0.6,0,0.89,1
-101.5,48.5,0,0.23,0.69,0.01,7.28,1
-100.5,48.5,0,0.34,0.6,0,1.79,0
-99.5,48.5,0,0.25,0.66,0,2.34,0
-98.5,48.5,0,0.19,0.71,0,2.47,0
-97.5,48.5,0.06,0.15,0.73,0,3.3,0
-96.5,48.5,0.41,0.08,0.49,0,3.29,0
-95.5,48.5,0,0.06,0.24,0,2.78,0
-94.5,48.5,0,0.05,0.12,0,1.22,0
-93.5,48.5,0.18,0.03,0.06,0,3.87,0
-92.5,48.5,0.27,0.02,0.06,0,0.42,0
-91.5,48.5,0.33,0.01,0.01,0,0.64,0
-90.5,48.5,0.49,0.01,0,0,0.15,0
-89.5,48.5,0.54,0.01,0.02,0,20.61,0
-88.5,48.5,0.26,0,0,0,1.2,0
-87.5,48.5,0.12,0,0,0,2.71,0
-86.5,48.5,0.27,0,0,0,2.15,0
-85.5,48.5,0.65,0.01,0.02,0,0.26,0
-84.5,48.5,0.64,0.01,0.02,0,0.51,0
-83.5,48.5,0.68,0.01,0,0,0.16,0
-82.5,48.5,0.71,0,0,0,0.12,0
-81.5,48.5,0.7,0,0.01,0,4.8,0
-80.5,48.5,0.57,0.02,0.05,0,3.06,0
-79.5,48.5,0.47,0.03,0.07,0,5.77,0
-78.5,48.5,0.55,0.03,0.05,0,5.24,0
-77.5,48.5,0.64,0.01,0.02,0,4.64,0
-76.5,48.5,0.71,0,0,0,0.02,0
-75.5,48.5,0.65,0,0,0,0.01,0
-74.5,48.5,0.63,0,0,0,0.19,0
-73.5,48.5,0.69,0.01,0,0,0,0
-72.5,48.5,0.52,0.02,0.05,0,8.75,0
-71.5,48.5,0.49,0.02,0.07,0.01,24.86,0
-70.5,48.5,0.73,0,0.01,0,6.23,0
-69.5,48.5,0.45,0.01,0.03,0,4.85,0
-68.5,48.5,0.25,0.02,0.05,0,22.58,0
-67.5,48.5,0.43,0.04,0.07,0,8.03,0
-66.5,48.5,0.62,0.01,0.03,0,4.19,0
-65.5,48.5,0.57,0.02,0.04,0,3.57,0
-64.5,48.5,0.3,0.01,0.02,0,8.68,0
-4.5,48.5,0,0.09,0.13,0.01,180.7,1
-3.5,48.5,0,0.22,0.27,0.01,68.77,1
-2.5,48.5,0,0.15,0.23,0.01,100.97,1
-1.5,48.5,0.02,0.27,0.28,0.02,148.43,1
-0.5,48.5,0.07,0.32,0.35,0.01,55.21,1
0.5,48.5,0.19,0.21,0.43,0.01,55.68,1
1.5,48.5,0.19,0.17,0.55,0.02,118.39,1
2.5,48.5,0.23,0.12,0.4,0.19,1200.04,1
-124.5,47.5,0,0,0,0,4.52,0
-123.5,47.5,0,0.04,0.02,0,8.94,0
-122.5,47.5,0,0.02,0.1,0.26,492.09,0
-121.5,47.5,0,0.04,0.04,0,14.89,0
-120.5,47.5,0.55,0.26,0.13,0.01,12.21,0
-119.5,47.5,0.09,0.43,0.31,0,8.11,0
-118.5,47.5,0.06,0.51,0.31,0,1.69,0
-117.5,47.5,0.09,0.44,0.31,0.03,52.68,0
-116.5,47.5,0,0.05,0.03,0.01,15.65,0
-115.5,47.5,0,0.03,0,0,1.35,0
-114.5,47.5,0.32,0.35,0.07,0,4.32,0
-113.5,47.5,0.83,0.06,0.01,0,1.36,0
-112.5,47.5,0.33,0.32,0.18,0,0.76,0
-111.5,47.5,0.02,0.63,0.25,0.01,9.76,0
-110.5,47.5,0.04,0.71,0.17,0,0.66,0
-109.5,47.5,0,0.67,0.27,0,1.15,0
-108.5,47.5,0,0.57,0.38,0,0.19,0
-107.5,47.5,0,0.74,0.21,0,0.11,0
-106.5,47.5,0,0.84,0.09,0,0.16,0
-105.5,47.5,0,0.83,0.17,0,0.3,0
-104.5,47.5,0,0.75,0.23,0,2.2,0
-103.5,47.5,0,0.7,0.29,0,0.65,1
-102.5,47.5,0,0.49,0.44,0,1.15,1
-101.5,47.5,0,0.27,0.63,0,2.33,1
-100.5,47.5,0,0.29,0.66,0,1.1,1
-99.5,47.5,0,0.24,0.69,0,1.67,1
-98.5,47.5,0,0.2,0.72,0,1.35,0
-97.5,47.5,0,0.17,0.74,0.01,9.82,0
-96.5,47.5,0.36,0.14,0.49,0,4.87,0
-95.5,47.5,0,0.08,0.28,0,3.75,0
-94.5,47.5,0,0.04,0.18,0,5.95,0
-93.5,47.5,0,0.03,0.16,0,5.47,0
-92.5,47.5,0,0.04,0.15,0,8.25,0
-91.5,47.5,0,0,0.02,0,3.46,0
-90.5,47.5,0,0,0,0,1.77,0
-89.5,47.5,0.02,0,0,0,0.71,0
-88.5,47.5,0,0,0,0,15.57,0
-87.5,47.5,0,0,0,0,0.92,1
-86.5,47.5,0,0,0,0,NA,1
-85.5,47.5,0.04,0,0,0,0.1,0
-84.5,47.5,0.48,0.01,0.03,0,0.45,0
-83.5,47.5,0.64,0.01,0.01,0,0.54,0
-82.5,47.5,0.69,0,0,0,0.17,0
-81.5,47.5,0.71,0,0,0,0.2,0
-80.5,47.5,0.7,0,0.01,0,0.38,0
-79.5,47.5,0.5,0.03,0.08,0,5.13,0
