"lon","lat","PrimLand","pasture","cropland","urban","Hmpop","Dep"
-69.5,-19.5,0.22,0.27,0,0,0.29,0
-68.5,-19.5,0,0.22,0,0,0.84,0
-67.5,-19.5,0.01,0.16,0,0,1.54,0
-66.5,-19.5,0,0.37,0,0,9.85,0
-65.5,-19.5,0.05,0.64,0,0.01,25.82,1
-64.5,-19.5,0.17,0.55,0.05,0,9.61,0
12.5,-19.5,0.21,0,0,0,0.37,0
13.5,-19.5,0.81,0.15,0,0,0.37,0
-70.5,-20.5,0.15,0.01,0,0,64.76,0
-69.5,-20.5,0.69,0.1,0,0,3.58,0
-68.5,-20.5,0,0.24,0,0,0.57,0
-67.5,-20.5,0.08,0.11,0,0,0.59,0
-66.5,-20.5,0.01,0.31,0,0,2.87,0
-65.5,-20.5,0,0.58,0,0,5.5,1
-64.5,-20.5,0,0.47,0.03,0,6.83,0
13.5,-20.5,0.59,0.09,0,0,0.51,0
-72.5,-17.5,0,0,0,0,16.62,0
-74.5,-16.5,0,0,0,0,1.38,0
-77.5,-11.5,0.27,0.08,0,0.01,360.71,0
-76.5,-11.5,0.68,0.26,0.03,0,73.68,1
-75.5,-11.5,0.62,0.29,0.05,0,50.13,0
-77.5,-12.5,0,0,0,0.02,7494.84,0
-76.5,-12.5,0.56,0.18,0,0.01,255.21,0
-75.5,-12.5,0.62,0.29,0.03,0,33.02,0
-74.5,-12.5,0.28,0.3,0.05,0,29.8,0
-76.5,-13.5,0.16,0.04,0.01,0,112.9,0
-75.5,-13.5,0.72,0.25,0.01,0,9.65,0
-74.5,-13.5,0.54,0.36,0.04,0,21.72,0
-73.5,-13.5,0.25,0.32,0.07,0,23.24,0
-72.5,-13.5,0,0.31,0.08,0,29.75,0
-71.5,-13.5,0,0.28,0.03,0,40.6,0
-70.5,-13.5,0,0.18,0.03,0,3.16,0
-76.5,-14.5,0.08,0,0,0,17.71,0
-75.5,-14.5,0.79,0.07,0,0,26.43,0
-74.5,-14.5,0.66,0.3,0.02,0,5.28,0
-73.5,-14.5,0.6,0.34,0.02,0,5.52,0
-72.5,-14.5,0.47,0.33,0.03,0,9.57,1
-71.5,-14.5,0,0.33,0.04,0,20.07,1
-70.5,-14.5,0,0.33,0.05,0,16.41,1
-69.5,-14.5,0,0.29,0.03,0,7.67,0
-75.5,-15.5,0.12,0.01,0,0,7.47,0
-74.5,-15.5,0.65,0.08,0,0,3.4,0
-73.5,-15.5,0.76,0.21,0.01,0,3.54,0
-72.5,-15.5,0.7,0.27,0,0,4.77,0
-71.5,-15.5,0.49,0.32,0.02,0,4.94,0
-70.5,-15.5,0.14,0.34,0.04,0,35.49,1
-69.5,-15.5,0,0.26,0.02,0,42.56,1
-68.5,-15.5,0,0.37,0.02,0,15.09,0
11.5,-15.5,0.06,0,0,0,2.5,0
11.5,-16.5,0.18,0,0,0,2.5,0
12.5,-16.5,0.43,0.56,0,0,2.5,0
-81.5,-6.5,0.01,0,0,0,0.17,0
-80.5,-6.5,0.4,0.02,0,0,12.83,0
-78.5,-6.5,0.38,0.3,0.1,0,51.94,0
-77.5,-6.5,0.08,0.19,0.09,0,14.62,0
-79.5,-7.5,0.24,0.12,0.02,0,51.75,0
-78.5,-7.5,0.62,0.29,0.06,0,49.69,0
-77.5,-7.5,0.48,0.25,0.05,0,12.25,0
-79.5,-8.5,0.02,0,0,0,1458.47,0
-78.5,-8.5,0.6,0.19,0.01,0,51.04,0
-77.5,-8.5,0.65,0.3,0.03,0,21.57,1
-78.5,-9.5,0.31,0.07,0,0,43.45,0
-77.5,-9.5,0.67,0.29,0.02,0,37.63,1
-76.5,-9.5,0.45,0.26,0.07,0,39.69,0
-78.5,-10.5,0.04,0.01,0,0,6.75,0
-77.5,-10.5,0.62,0.22,0.01,0,22.71,0
-76.5,-10.5,0.56,0.28,0.07,0,29.1,1
-75.5,-10.5,0.33,0.17,0.05,0,11.42,0
-78.5,-2.5,0,0.25,0.06,0.01,46.39,0
-81.5,-4.5,0.08,0.07,0.01,0,44.46,0
-81.5,-5.5,0.05,0.02,0,0,44.32,0
-80.5,-5.5,0.46,0.16,0.07,0,48.8,0
-76.5,1.5,0,0.43,0.04,0,28.09,0
-78.5,0.5,0,0.2,0.08,0,39.56,0
-77.5,0.5,0,0.29,0.06,0,47.04,0
-78.5,-0.5,0.32,0.24,0.05,0.02,186.56,0
35.5,-0.5,0,0.2,0.13,0.01,181.77,0
36.5,-0.5,0,0.22,0.04,0,181.64,0
-78.5,-1.5,0.28,0.3,0.04,0.01,75.42,0
-72.5,6.5,0.16,0.57,0.01,0,27.55,0
38.5,6.5,0,0.08,0.09,0.01,264.05,0
39.5,6.5,0,0.05,0.07,0,39.72,0
-73.5,5.5,0,0.49,0.04,0,86.47,0
-75.5,4.5,0.11,0.44,0.08,0.01,195.95,0
-76.5,2.5,0.07,0.49,0.07,0,64.14,0
37.5,10.5,0,0.16,0.08,0,142.16,0
39.5,10.5,0,0.06,0.13,0,133.77,0
44.5,10.5,0,0.22,0,0,8.21,0
45.5,10.5,0,0.19,0,0,4.24,0
46.5,10.5,0,0.31,0,0,2.66,0
48.5,10.5,0,0.6,0,0,5.52,0
49.5,10.5,0,0.52,0,0,9.16,0
50.5,10.5,0,0.57,0,0,2.19,0
51.5,10.5,0,0.04,0,0,2.05,0
38.5,9.5,0,0.11,0.1,0.01,260.56,0
47.5,9.5,0,0.64,0,0,2.94,0
48.5,9.5,0,0.66,0,0,4.18,0
49.5,9.5,0,0.63,0,0,5.12,0
50.5,9.5,0,0.51,0,0,1.78,0
38.5,8.5,0,0.08,0.13,0,220.45,0
47.5,8.5,0,0.64,0,0,7.12,0
48.5,8.5,0,0.55,0,0,6.65,0
49.5,8.5,0,0.58,0,0,4.97,0
50.5,8.5,0,0.18,0,0,1.93,0
-72.5,7.5,0.29,0.42,0.03,0.01,103.9,0
39.5,7.5,0,0.14,0.11,0,110.81,0
47.5,13.5,0.08,0.07,0,0,11.41,0
48.5,13.5,0,0,0,0,7.67,0
-91.5,15.5,0.07,0.29,0.14,0.01,138.31,0
10.5,15.5,0,0.18,0,0,0.52,0
11.5,15.5,0,0.11,0,0,0.52,0
12.5,15.5,0,0.04,0.01,0,0.13,0
13.5,15.5,0,0.02,0.01,0,0.18,0
14.5,15.5,0,0.05,0,0,2.27,0
15.5,15.5,0,0.03,0,0,2.94,0
16.5,15.5,0,0.11,0,0,2.94,0
17.5,15.5,0,0.16,0,0,2.62,0
18.5,15.5,0,0.26,0,0,2.37,0
19.5,15.5,0,0.39,0,0,4.9,0
20.5,15.5,0,0.72,0,0,3.49,0
28.5,15.5,0,0.03,0,0,1.96,0
29.5,15.5,0,0.08,0,0,1.96,0
30.5,15.5,0,0.06,0,0,1.96,0
31.5,15.5,0,0.09,0,0,7.46,0
32.5,15.5,0,0.21,0.03,0.02,259.39,0
42.5,15.5,0.05,0.05,0.01,0,72.06,0
44.5,15.5,0.27,0.59,0.02,0.01,181.43,0
45.5,15.5,0.33,0.13,0.01,0,13.54,0
46.5,15.5,0.34,0.03,0,0,7.06,0
47.5,15.5,0.31,0.4,0,0,4.23,0
48.5,15.5,0.29,0.59,0.01,0,12.96,0
49.5,15.5,0.29,0.57,0,0,13.27,0
50.5,15.5,0.29,0.45,0,0,6.92,0
51.5,15.5,0.22,0.24,0.01,0,2.31,0
52.5,15.5,0.01,0.02,0.01,0,1.72,0
42.5,14.5,0.01,0.01,0,0.01,585.35,0
44.5,14.5,0.2,0.63,0.13,0.01,172.9,0
46.5,14.5,0.27,0.51,0,0,18.98,0
47.5,14.5,0.3,0.43,0,0,10.04,0
48.5,14.5,0.28,0.39,0,0,17.58,0
49.5,14.5,0.1,0.06,0,0,30.8,0
50.5,14.5,0.02,0,0,0,12.02,0
42.5,13.5,0.21,0.01,0,0,23.46,0
45.5,13.5,0.19,0.49,0.03,0,60.86,0
46.5,13.5,0.15,0.29,0,0,21.28,0
43.5,12.5,0.05,0.25,0,0,11.02,0
44.5,12.5,0.08,0.05,0.01,0,138.25,0
45.5,12.5,0,0.01,0,0,1145.64,0
38.5,11.5,0,0.07,0.33,0,126.38,0
39.5,11.5,0,0.1,0.24,0,156.78,0
43.5,11.5,0,0.22,0,0,91.08,0
47.5,11.5,0,0.04,0,0,2.71,0
48.5,11.5,0,0.12,0,0,8.57,0
49.5,11.5,0,0.19,0,0,11.76,0
50.5,11.5,0,0.49,0,0,5.26,0
51.5,11.5,0,0.09,0,0,6.58,0
41.5,16.5,0.01,0.01,0,0,66.98,0
-99.5,19.5,0.2,0.13,0.29,0.17,1339.95,0
-98.5,19.5,0.12,0.18,0.26,0.08,672.8,0
-97.5,19.5,0.41,0.19,0.27,0.01,141.35,0
-16.5,19.5,0.12,0,0,0,1.89,0
-15.5,19.5,0.34,0.06,0,0,0.27,0
-14.5,19.5,0.29,0.19,0,0,0.43,0
-13.5,19.5,0.35,0.02,0,0,0.76,0
-12.5,19.5,0.36,0,0,0,0.47,0
-11.5,19.5,0.36,0,0,0,0.63,0
-10.5,19.5,0.36,0,0,0,0.04,0
-9.5,19.5,0.36,0,0,0,0.04,0
-8.5,19.5,0.36,0,0,0,0.05,0
-7.5,19.5,0.36,0,0,0,0.1,0
-6.5,19.5,0.36,0,0,0,0.1,0
-5.5,19.5,0,0,0,0,0.14,0
-4.5,19.5,0,0,0,0,0.45,0
-3.5,19.5,0,0,0,0,0.27,0
-2.5,19.5,0,0,0,0,0.17,0
-1.5,19.5,0,0,0,0,0.22,0
-0.5,19.5,0,0.01,0,0,0.32,0
0.5,19.5,0,0.02,0,0,0.32,0
1.5,19.5,0,0.03,0,0,0.32,0
2.5,19.5,0,0,0,0,0.32,0
3.5,19.5,0,0.05,0,0,0.26,0
4.5,19.5,0,0.08,0.01,0,0.41,0
5.5,19.5,0,0.01,0,0,0.6,0
6.5,19.5,0,0,0,0,0.58,0
7.5,19.5,0,0,0,0,0.62,0
8.5,19.5,0,0,0,0,0.62,0
9.5,19.5,0,0,0,0,0.62,0
10.5,19.5,0,0,0,0,0.62,0
11.5,19.5,0,0,0,0,0.03,0
12.5,19.5,0,0,0,0,0.25,0
13.5,19.5,0,0,0,0,0.31,0
14.5,19.5,0,0,0,0,0.03,0
15.5,19.5,0,0,0,0,0.09,0
16.5,19.5,0,0,0,0,0.25,0
17.5,19.5,0,0.01,0,0,0.25,0
18.5,19.5,0,0.02,0,0,0.25,0
19.5,19.5,0,0.01,0,0,0.25,0
20.5,19.5,0,0,0,0,0.25,0
21.5,19.5,0,0,0,0,0.25,0
22.5,19.5,0,0.06,0,0,0.25,0
23.5,19.5,0,0.01,0,0,0.21,0
24.5,19.5,0,0,0,0,2.18,0
25.5,19.5,0,0,0,0,2.18,0
26.5,19.5,0,0,0,0,1.92,0
27.5,19.5,0,0,0,0,1.85,0
28.5,19.5,0,0,0,0,2.06,0
29.5,19.5,0,0,0,0,2.06,0
30.5,19.5,0,0.06,0.01,0,2.05,0
31.5,19.5,0,0,0,0,2.05,0
32.5,19.5,0,0,0,0,3.57,0
33.5,19.5,0,0.02,0,0,3.08,0
34.5,19.5,0,0.01,0,0,1.29,0
35.5,19.5,0,0.03,0,0,1.29,0
36.5,19.5,0,0.03,0,0,3.67,0
37.5,19.5,0,0.05,0,0.01,102.45,0
43.5,19.5,0.26,0.73,0,0,20.64,0
44.5,19.5,0.44,0.56,0,0,13.11,0
45.5,19.5,0.19,0.81,0,0,9.82,0
46.5,19.5,0.68,0.21,0,0,9.13,0
47.5,19.5,0.79,0.01,0,0,7.62,0
48.5,19.5,0.79,0.01,0,0,5.33,0
49.5,19.5,0.79,0.03,0,0,5.33,0
50.5,19.5,0.79,0.01,0,0,5.33,0
51.5,19.5,0.6,0.32,0,0,5.33,0
52.5,19.5,0.2,0.8,0,0,4.41,0
53.5,19.5,0.43,0.57,0,0,2.64,0
54.5,19.5,0.79,0.14,0,0,0.88,0
55.5,19.5,0.88,0,0,0,0.05,0
56.5,19.5,0.88,0.01,0,0,0.11,0
57.5,19.5,0.66,0.03,0,0,0.43,0
-97.5,18.5,0,0.34,0.11,0.02,114.35,0
-16.5,18.5,0.03,0,0,0,125.26,0
-15.5,18.5,0.36,0,0,0,45.98,0
-14.5,18.5,0.36,0,0,0,1.36,0
-13.5,18.5,0.34,0.04,0,0,1.61,0
-12.5,18.5,0.33,0.08,0,0,2.17,0
-11.5,18.5,0.26,0.25,0,0,1.58,0
-10.5,18.5,0.33,0.07,0,0,0.06,0
-9.5,18.5,0.36,0,0,0,0.04,0
-8.5,18.5,0.36,0,0,0,0.07,0
-7.5,18.5,0.36,0,0,0,0.1,0
-6.5,18.5,0.36,0,0,0,0.1,0
-5.5,18.5,0,0,0,0,0.14,0
-4.5,18.5,0,0,0,0,1.28,0
-3.5,18.5,0,0,0,0,0.42,0
-2.5,18.5,0,0,0,0,0.16,0
-1.5,18.5,0,0,0,0,0.15,0
-0.5,18.5,0,0,0,0,0.58,0
0.5,18.5,0,0.02,0,0,0.55,0
1.5,18.5,0,0.06,0,0,0.32,0
2.5,18.5,0,0.02,0,0,0.34,0
3.5,18.5,0,0,0,0,0.33,0
4.5,18.5,0,0,0,0,1.09,0
5.5,18.5,0,0,0.01,0,1.26,0
6.5,18.5,0,0,0,0,0.65,0
7.5,18.5,0,0.04,0.03,0,0.62,0
8.5,18.5,0,0.01,0,0,0.62,0
9.5,18.5,0,0,0,0,0.62,0
10.5,18.5,0,0,0,0,0.62,0
11.5,18.5,0,0,0,0,0.03,0
12.5,18.5,0,0,0,0,0.39,0
13.5,18.5,0,0,0,0,0.49,0
14.5,18.5,0,0,0,0,0.03,0
15.5,18.5,0,0,0,0,0.12,0
16.5,18.5,0,0,0,0,0.25,0
17.5,18.5,0,0,0,0,0.25,0
18.5,18.5,0,0.01,0,0,0.25,0
19.5,18.5,0,0,0,0,0.25,0
20.5,18.5,0,0,0,0,0.25,0
21.5,18.5,0,0,0,0,0.25,0
22.5,18.5,0,0.04,0,0,0.25,0
23.5,18.5,0,0.02,0,0,0.25,0
24.5,18.5,0,0,0,0,2.18,0
25.5,18.5,0,0,0,0,2.18,0
26.5,18.5,0,0,0,0,1.78,0
27.5,18.5,0,0,0,0,2.39,0
28.5,18.5,0,0,0,0,3.18,0
29.5,18.5,0,0,0,0,3.18,0
30.5,18.5,0,0.03,0,0,3.18,0
31.5,18.5,0,0.04,0,0,3.18,0
32.5,18.5,0,0.01,0,0,4.21,0
33.5,18.5,0,0.03,0,0,3.85,0
34.5,18.5,0,0,0,0,2.17,0
35.5,18.5,0,0.11,0,0,2.17,0
36.5,18.5,0,0.05,0,0,14,0
37.5,18.5,0,0.25,0.01,0,25.76,0
38.5,18.5,0,0.07,0,0,16.19,0
44.5,18.5,0.42,0.57,0,0,5.07,0
45.5,18.5,0.31,0.69,0,0,3.37,0
46.5,18.5,0.77,0.15,0,0,3.37,0
47.5,18.5,0.74,0.13,0,0,4.14,0
48.5,18.5,0.51,0.37,0,0,4.81,0
49.5,18.5,0.32,0.42,0,0,3.16,0
50.5,18.5,0.4,0.22,0,0,2.03,0
51.5,18.5,0.33,0.25,0,0,1.02,0
52.5,18.5,0.87,0.06,0,0,0.06,0
53.5,18.5,0.88,0.03,0,0,0.22,0
54.5,18.5,0.88,0.01,0,0,0.2,0
55.5,18.5,0.88,0.03,0,0,0.29,0
56.5,18.5,0.6,0.03,0,0,0.8,0
57.5,18.5,0.06,0,0,0,0.47,0
-97.5,17.5,0,0.23,0.04,0,28.27,0
-16.5,17.5,0.01,0.08,0,0,15.95,0
-15.5,17.5,0.12,0.65,0.01,0,10.86,0
-11.5,17.5,0.04,0.88,0,0,4.12,0
-9.5,17.5,0.16,0.52,0,0,1.07,0
-8.5,17.5,0.27,0.23,0,0,0.54,0
-7.5,17.5,0.15,0.54,0,0,0.1,0
-6.5,17.5,0.18,0.32,0,0,0.1,0
-5.5,17.5,0,0.05,0,0,0.14,0
-4.5,17.5,0,0.05,0,0,1.22,0
-3.5,17.5,0,0.1,0,0,1.36,0
-2.5,17.5,0,0.11,0,0,0.36,0
-1.5,17.5,0,0.02,0,0,1.78,0
-0.5,17.5,0,0.02,0,0,1.94,0
0.5,17.5,0,0.02,0.01,0,1.64,0
3.5,17.5,0,0.01,0,0,0.72,0
4.5,17.5,0,0,0,0,1.24,0
5.5,17.5,0,0.01,0.03,0,1.31,0
6.5,17.5,0,0.16,0.05,0,1.2,0
7.5,17.5,0,0.15,0.03,0,1.22,0
8.5,17.5,0,0.01,0,0,1.23,0
9.5,17.5,0,0,0,0,1.24,0
10.5,17.5,0,0,0,0,1.24,0
11.5,17.5,0,0,0,0,0.18,0
12.5,17.5,0,0,0,0,0.11,0
13.5,17.5,0,0,0,0,0.13,0
14.5,17.5,0,0,0,0,0.13,0
15.5,17.5,0,0,0.01,0,0.19,0
16.5,17.5,0,0,0,0,0.25,0
17.5,17.5,0,0,0,0,0.25,0
18.5,17.5,0,0,0,0,0.25,0
19.5,17.5,0,0.01,0,0,0.25,0
20.5,17.5,0,0.01,0,0,0.25,0
21.5,17.5,0,0.01,0,0,0.25,0
22.5,17.5,0,0.1,0,0,0.25,0
23.5,17.5,0,0.01,0,0,0.25,0
24.5,17.5,0,0,0,0,2.18,0
25.5,17.5,0,0,0,0,2.07,0
26.5,17.5,0,0,0,0,1.67,0
27.5,17.5,0,0,0,0,2.4,0
28.5,17.5,0,0,0,0,3.18,0
29.5,17.5,0,0,0,0,3.18,0
30.5,17.5,0,0.05,0,0,3.18,0
31.5,17.5,0,0,0,0,3.18,0
32.5,17.5,0,0,0,0,9.11,0
33.5,17.5,0,0.06,0.01,0,9.54,0
34.5,17.5,0,0.08,0.01,0,9.17,0
35.5,17.5,0,0.07,0,0,7.82,0
36.5,17.5,0,0.02,0,0,6.86,0
37.5,17.5,0.33,0.13,0,0,12.68,0
42.5,17.5,0.06,0.74,0,0,59.96,0
44.5,17.5,0.33,0.56,0,0,5.83,0
45.5,17.5,0.62,0.33,0,0,3.4,0
46.5,17.5,0.47,0.52,0,0,3.37,0
47.5,17.5,0.3,0.65,0,0,3.91,0
48.5,17.5,0.28,0.48,0,0,0.99,0
49.5,17.5,0.32,0.18,0,0,0.42,0
50.5,17.5,0.33,0.09,0,0,0.42,0
51.5,17.5,0.32,0.23,0,0,0.57,0
52.5,17.5,0.46,0.17,0,0,0.41,0
53.5,17.5,0.86,0.08,0.01,0,7.25,0
54.5,17.5,0.8,0.12,0.04,0.01,8.69,0
55.5,17.5,0.31,0.04,0,0,0.79,0
56.5,17.5,0.02,0,0,0,0.37,0
8.5,16.5,0,0.02,0,0,1.26,0
9.5,16.5,0,0,0,0,1.16,0
10.5,16.5,0,0,0,0,0.71,0
11.5,16.5,0,0,0,0,0.52,0
12.5,16.5,0,0,0,0,0.13,0
13.5,16.5,0,0,0,0,0.13,0
14.5,16.5,0,0,0,0,0.32,0
15.5,16.5,0,0,0,0,2.04,0
16.5,16.5,0,0,0,0,1.19,0
17.5,16.5,0,0,0,0,0.29,0
18.5,16.5,0,0,0,0,0.25,0
19.5,16.5,0,0.03,0,0,0.33,0
20.5,16.5,0,0.18,0,0,0.25,0
21.5,16.5,0,0.32,0,0,0.25,0
22.5,16.5,0,0.28,0,0,0.25,0
23.5,16.5,0,0.01,0,0,0.25,0
24.5,16.5,0,0.01,0,0,2.18,0
25.5,16.5,0,0,0,0,1.87,0
26.5,16.5,0,0.02,0,0,1.66,0
27.5,16.5,0,0,0,0,2.15,0
28.5,16.5,0,0.01,0,0,2.49,0
29.5,16.5,0,0.01,0,0,2.52,0
30.5,16.5,0,0.04,0,0,2.55,0
31.5,16.5,0,0.01,0,0,39.06,0
32.5,16.5,0,0.03,0,0,56.69,0
33.5,16.5,0,0.31,0,0,17.74,0
34.5,16.5,0,0.27,0,0,11.93,0
35.5,16.5,0,0.34,0,0,24.84,0
42.5,16.5,0.04,0.21,0,0,60.98,0
43.5,16.5,0.23,0.67,0.02,0,108.61,0
44.5,16.5,0.29,0.54,0.01,0,43.31,0
45.5,16.5,0.34,0.23,0,0,6.98,0
46.5,16.5,0.69,0.19,0,0,3.86,0
47.5,16.5,0.32,0.21,0,0,0.81,0
48.5,16.5,0.29,0.58,0,0,3.62,0
49.5,16.5,0.3,0.42,0,0,6.96,0
50.5,16.5,0.33,0.12,0,0,3.43,0
51.5,16.5,0.31,0.37,0,0,0.74,0
52.5,16.5,0.2,0.23,0.04,0,1.21,0
53.5,16.5,0.18,0.05,0.03,0,12.78,0
54.5,16.5,0,0,0,0,24.82,0
38.5,21.5,0,0,0,0,38.52,0
-104.5,23.5,0.55,0.32,0.1,0,21.4,0
-103.5,23.5,0.17,0.6,0.14,0,20.98,0
-102.5,23.5,0.04,0.59,0.2,0,14.67,0
-101.5,23.5,0.41,0.53,0.03,0,4.56,0
-16.5,23.5,0.04,0,0,0,1.1,0
-15.5,23.5,0.87,0.01,0,0.01,1.07,0
-14.5,23.5,1,0,0,0,0.94,0
-13.5,23.5,0.99,0.01,0,0,1.09,0
-12.5,23.5,0.68,0,0,0,0.69,0
-11.5,23.5,0.36,0,0,0,0.03,0
-10.5,23.5,0.35,0.01,0,0,0.03,0
-9.5,23.5,0.36,0.01,0,0,0.03,0
-8.5,23.5,0.36,0.01,0,0,0.03,0
-7.5,23.5,0.36,0.01,0,0,0.05,0
-6.5,23.5,0.17,0.01,0,0,0.15,0
-5.5,23.5,0,0,0,0,0.31,0
-103.5,22.5,0.33,0.54,0.04,0,11.6,0
-102.5,22.5,0.09,0.59,0.17,0.01,61.58,0
-101.5,22.5,0.35,0.58,0.01,0.01,53.03,0
-16.5,22.5,0.46,0,0,0.02,0.79,0
-15.5,22.5,0.99,0.01,0,0,0.79,0
-14.5,22.5,0.99,0.01,0,0,0.28,0
-13.5,22.5,1,0,0,0,0.32,0
-12.5,22.5,0.35,0.01,0,0,4.13,0
-11.5,22.5,0.35,0.01,0,0,0.03,0
-10.5,22.5,0.36,0.01,0,0,0.03,0
-9.5,22.5,0.36,0,0,0,0.04,0
-8.5,22.5,0.35,0.02,0,0,0.05,0
-7.5,22.5,0.36,0.01,0,0,0.05,0
-6.5,22.5,0.18,0,0,0,0.1,0
-5.5,22.5,0,0,0,0,0.29,0
-4.5,22.5,0,0,0,0,0.31,0
-3.5,22.5,0,0,0,0,0.31,0
-2.5,22.5,0,0,0,0,0.31,0
-1.5,22.5,0,0,0,0,0.38,0
-0.5,22.5,0,0,0,0,0.63,0
0.5,22.5,0,0,0,0,0.73,0
1.5,22.5,0,0,0,0,0.47,0
2.5,22.5,0,0.03,0,0,0.24,0
3.5,22.5,0,0,0,0,0.24,0
4.5,22.5,0,0,0,0,0.24,0
5.5,22.5,0,0.02,0,0,0.24,0
6.5,22.5,0,0.03,0,0,0.24,0
7.5,22.5,0,0,0,0,0.24,0
8.5,22.5,0,0,0,0,0.24,0
9.5,22.5,0,0,0,0,0.29,0
10.5,22.5,0,0,0,0,0.48,0
11.5,22.5,0,0,0,0,0.03,0
12.5,22.5,0,0,0,0,0.03,0
13.5,22.5,0,0,0,0,0.03,0
14.5,22.5,0,0,0,0,0.06,0
15.5,22.5,0,0,0,0,0.23,0
16.5,22.5,0,0,0,0,0.25,0
17.5,22.5,0,0,0,0,0.24,0
18.5,22.5,0.37,0.04,0,0,0.23,0
19.5,22.5,0.67,0.09,0.01,0,0.11,0
20.5,22.5,0.73,0.02,0.01,0,0.08,0
21.5,22.5,0.73,0.02,0.01,0,0.08,0
22.5,22.5,0.7,0.03,0.04,0,0.08,0
23.5,22.5,0.69,0.03,0.05,0,0.08,0
24.5,22.5,0.68,0.03,0.05,0,0.08,0
25.5,22.5,0,0,0.01,0,0.88,0
26.5,22.5,0,0,0,0,0.88,0
27.5,22.5,0,0,0,0,0.88,0
28.5,22.5,0,0,0,0,0.85,0
29.5,22.5,0,0,0,0,0.52,0
30.5,22.5,0,0,0,0,0.52,0
31.5,22.5,0,0,0,0,0.33,0
32.5,22.5,0,0,0,0,0.06,0
33.5,22.5,0,0,0,0,0,0
34.5,22.5,0,0,0,0,0.43,0
35.5,22.5,0,0,0,0,1.04,0
36.5,22.5,0,0.01,0,0,0.99,0
38.5,22.5,0,0.02,0,0,38.52,0
39.5,22.5,0.09,0.87,0,0,37.94,0
40.5,22.5,0.19,0.81,0,0,28.06,0
41.5,22.5,0.62,0.31,0,0,38.32,0
42.5,22.5,0.76,0.19,0,0,37.1,0
43.5,22.5,0.76,0.17,0,0,19.01,0
44.5,22.5,0.37,0.63,0,0,12.26,0
45.5,22.5,0.54,0.46,0,0,12.26,0
46.5,22.5,0.5,0.5,0,0,12.26,0
47.5,22.5,0.79,0.12,0,0,12.26,0
48.5,22.5,0.49,0.44,0,0,6.32,0
49.5,22.5,0.79,0.04,0,0,5.33,0
50.5,22.5,0.79,0.07,0,0,5.33,0
51.5,22.5,0.79,0.03,0,0,5.33,0
52.5,22.5,0.79,0.03,0,0,6.19,0
53.5,22.5,0.48,0.52,0,0,7.93,0
54.5,22.5,0.39,0.61,0,0,9.68,0
55.5,22.5,0.68,0.26,0,0,5.3,0
56.5,22.5,0.88,0,0,0,4.58,0
57.5,22.5,0.88,0.05,0,0,11.63,0
58.5,22.5,0.87,0.07,0,0,8.5,0
59.5,22.5,0.51,0.04,0,0.01,20.43,0
-101.5,21.5,0.19,0.57,0.17,0.02,130.69,0
-17.5,21.5,0,0,0,0,0.73,0
-16.5,21.5,0.62,0.01,0,0.01,1.72,0
-15.5,21.5,0.68,0,0,0,1.29,0
-14.5,21.5,0.67,0.01,0,0,1.04,0
-13.5,21.5,0.68,0.01,0,0,0.7,0
-12.5,21.5,0.36,0,0,0,0.43,0
-11.5,21.5,0.36,0,0,0,0.04,0
-10.5,21.5,0.36,0,0,0,0.05,0
-9.5,21.5,0.36,0,0,0,0.05,0
-8.5,21.5,0.36,0,0,0,0.05,0
-7.5,21.5,0.36,0,0,0,0.06,0
-6.5,21.5,0.27,0,0,0,0.1,0
-5.5,21.5,0,0,0,0,0.22,0
-4.5,21.5,0,0,0,0,0.31,0
-3.5,21.5,0,0,0,0,0.31,0
-2.5,21.5,0,0,0,0,0.31,0
-1.5,21.5,0,0,0,0,0.31,0
-0.5,21.5,0,0,0,0,0.32,0
0.5,21.5,0,0,0,0,0.51,0
1.5,21.5,0,0,0,0,0.72,0
2.5,21.5,0,0,0,0,0.31,0
3.5,21.5,0,0,0,0,0.24,0
4.5,21.5,0,0,0,0,0.24,0
5.5,21.5,0,0,0,0,0.24,0
6.5,21.5,0,0.01,0,0,0.24,0
7.5,21.5,0,0,0.01,0,0.25,0
8.5,21.5,0,0,0,0,0.42,0
9.5,21.5,0,0,0,0,0.6,0
10.5,21.5,0,0,0,0,0.61,0
11.5,21.5,0,0,0,0,0.03,0
12.5,21.5,0,0,0.01,0,0.03,0
13.5,21.5,0,0,0.01,0,0.03,0
14.5,21.5,0,0,0.01,0,0.03,0
15.5,21.5,0,0,0,0,0.18,0
16.5,21.5,0,0.01,0,0,0.25,0
17.5,21.5,0,0.01,0,0,0.25,0
18.5,21.5,0,0.02,0,0,0.25,0
19.5,21.5,0,0.04,0.02,0,0.22,0
20.5,21.5,0.34,0.02,0.03,0,0.13,0
21.5,21.5,0.73,0.01,0.02,0,0.08,0
22.5,21.5,0.73,0.02,0.02,0,0.08,0
23.5,21.5,0.73,0.02,0.01,0,0.08,0
24.5,21.5,0.76,0,0,0,0.08,0
25.5,21.5,0,0,0,0,0.4,0
26.5,21.5,0,0,0,0,0.4,0
27.5,21.5,0,0,0,0,0.4,0
28.5,21.5,0,0,0,0,0.4,0
29.5,21.5,0,0,0,0,0.4,0
30.5,21.5,0,0,0,0,0.4,0
31.5,21.5,0,0,0,0,0.4,0
32.5,21.5,0,0,0,0,3.08,0
